reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
66c8a99c-9643-445d-b759-c78834de034e,Samara Pereira,https://play-lh.googleusercontent.com/a/AEdFTp6CZ_FFo-dxWKVCDA_A0SNZPWWvA0A44Ppy5czk=mo,"O app está horrível, vc clica para ver os detalhes de algum produto e aparece a mensagem de ""volte ao início não encontramos nenhum resultado para essa seleção "", não tem como acompanhar as entregas pois o rastreamento sempre da errado e vc não tem retorno de mensagem por parte das lojas parceiras. E pelo que vi até nas avaliações as mensagens são automáticas, vc não tem um suporte para lhe ajudar na melhora do app.",1,7367,3.73.0,2022-07-13 03:48:25,"Oi, Samara. Sentimos muito por isso! Peço para que entre em contato com nosso time através deste link 👉(https://maga.lu/atendimento), é só copiar o mesmo e colar em seu navegador. Que lá eles vão te ajudar, ok?!",2022-08-09 15:49:05,most_relevant,com.luizalabs.mlapp
147a0349-ca23-4b8a-be7d-1d7e554e4fbc,Thiago Guedelha,https://play-lh.googleusercontent.com/a/AEdFTp60D-wV92WVUBphjyybPZH8wHJoG05D7tTQyoav=mo,"Fiz duas compras, a primeira cancelaram o pedido já na segunda me ligaram e confirmei todos os dados pelo telefone e logo em seguida cancelaram meu pedido. Estava aguardando o pedido para dar de presente no Natal e eles cancelam. O pior de tudo é que não estornaram os valores, nem o da primeira compra e nem o da segunda. Uma verdadeira palhaçada. Não recomendo.",1,28,3.82.0,2022-12-17 21:02:56,"Oi. Thiago. Sentimos muito por isso! Peço para que entre em contato com nosso time através deste link 👉(https://maga.lu/atendimento), é só copiar o mesmo e colar em seu navegador. Que lá eles vão te ajudar, ok?!",2022-12-18 14:50:39,most_relevant,com.luizalabs.mlapp
4288f710-1991-45e3-9e61-e568318fbf60,Sergio Luiz Silveira,https://play-lh.googleusercontent.com/a-/AD5-WClKY9dlSCHNXoJccpzR7astlB9FCTt9lNN5-PM1,"Um lixo de loja essa Magalu, fiz duas compras e passou o prazo de entrega e fui notificado que a loja cancelou os meu pedidos, perdi tempo esperando e o dinheiro ainda tou esperando pra me devolverem, sempre compro várias coisas pelos aplicativos e nunca tinha visto ainda uma total falta de respeito com os clientes. Não recomendo ninguém comprar nada nessa loja, pois não te entrega o produto e ainda não devolvem o dinheiro. 😡😡😡😡😡",1,114,3.82.0,2022-12-16 12:58:08,"Oi, Sergio. Sentimos muito por isso! Peço para que entre em contato com nosso time através deste link 👉(https://maga.lu/atendimento), é só copiar o mesmo e colar em seu navegador. Que lá eles vão te ajudar, ok?!",2022-12-18 11:45:40,most_relevant,com.luizalabs.mlapp
c03fb410-e82e-40a8-b693-b14e1c6a481b,Thiago Franco,https://play-lh.googleusercontent.com/a/AEdFTp7lvpjruPs0avlODZalGiYKSVNFw1WwH1CMmNds=mo,"O app em si é bom. O maior problema é na entrega falha da empresa. Quando realiza a compra lhe fornece uma data para entrega, porém após dias de atraso entrei em contato com a assistência e me deram outro data totalmente diferente da proposta inicialmente, a data dizia que chegaria no 22/11, agora 07/12. Isso é um descaso absurdo com o cliente. Era pra ser um presente no dia de hj, mais não faz mais sentido esperar, então o jeito e cancelar e parar de comprar.",1,19,3.81.0,2022-12-01 22:48:07,"Oi, Thiago. Sentimos muito por isso! Peço para que entre em contato com nosso time através deste link 👉(https://maga.lu/atendimento), é só copiar o mesmo e colar em seu navegador. Que lá eles vão te ajudar, ok?!",2022-12-02 12:07:35,most_relevant,com.luizalabs.mlapp
4c9fdb1c-b914-49d6-a8d9-ef52ac004d32,Camila de Paula,https://play-lh.googleusercontent.com/a-/AD5-WCljemnrVk7ypCPaXZ8RKQAqKUxJadKaU-Vwxxdg,"O app tem funcionalidades excelentes e em funcionamento, porém a plataforma precisa eleger melhor quem coloca produtos em seu mktplace... ou ensinar a usar e como gerenciar estoque!! Ter o mesmo item cancelado em lojas diferentes por falta de estoque é péssimo, principalmente quando ocorre após 10 dias!! É muito amadorismo!!",1,78,3.81.0,2022-12-13 13:41:13,"Oi, Camila. Sentimos muito por isso! Peço para que entre em contato com nosso time através deste link 👉(https://maga.lu/atendimento), é só copiar o mesmo e colar em seu navegador. Que lá eles vão te ajudar, ok?!",2022-12-15 11:24:37,most_relevant,com.luizalabs.mlapp
4bf66bd3-5bdb-4fb7-9cea-3cfdcace8cc2,Guilherme Ferreira,https://play-lh.googleusercontent.com/a-/AD5-WClu-VTDov8ryCDsIolK-RpxFw4TwYh_TYeQODCBgSs,"Tô passando por uma situação complicada, adicionei um valor no app, mas quando tento utilizar o valor como forma de pagamento o app informa ""forma de pagamento inválida"". Para adicionar o valor ao app é uma facilidade, agora para utilizar a história é outra. Já entrei em contato com o SAC, mas a ligação sempre cai. Vou ter que abrir uma reclamação no reclame aqui.",1,9,3.81.0,2022-12-07 15:28:23,"Oi, Guilherme. Sentimos muito por isso! Peço para que entre em contato com nosso time através deste link 👉(https://maga.lu/atendimento), é só copiar o mesmo e colar em seu navegador. Que lá eles vão te ajudar, ok?!",2022-12-07 16:56:14,most_relevant,com.luizalabs.mlapp
253c615b-df04-4a91-9642-8de654f34f61,Erasmo DK,https://play-lh.googleusercontent.com/a/AEdFTp4nS5rA30l_iJc41afEorYEU1R1pGPjS1XcBHuM=mo,"O favoritos do APP é o pior que existe. Tenho vários favoritos e alguns já não existem é para excluir é um problema. Toda vez q exclui a página sobe. Ou seja pra quem tem vários favoritos é péssimo. Criem uma opção de selecionar e excluir varios. Ou excluir todos. Melhora a facilidade de uso do app na questão dos favoritos. Façam o teste e verá a dificuldade de excluir Agora tem q pagar frete, está tornando inviável comprar na magalu, a concorrência agradece a péssima gestão da magalu.",1,13,3.81.0,2022-12-04 19:31:16,"Oi, Erasmo. Sentimos muito por isso! Peço para que entre em contato com nosso time através deste link 👉(https://maga.lu/atendimento), é só copiar o mesmo e colar em seu navegador. Que lá eles vão te ajudar, ok?!",2022-12-06 18:29:42,most_relevant,com.luizalabs.mlapp
20521359-e0ac-48fa-a1d9-fd4f31800428,Karla kj,https://play-lh.googleusercontent.com/a-/AD5-WCk158wEFNl2dTcxWqodYp-AV5gWXygvw8twtxWerZU,"Péssima experiência. Para comprar, tudo ok. Quando a entrega chega no dia ou antes, ótimo. Mas quando a entrega atrasa? Nunca vi um problema maior na magazine, sinceramente estou muito decepcionada, estou com uma entrega atrasada há 10 dias, já abrir vários protocolos, enviei e-mail (sem retorno), e de jeito nenhum consigo falar com algum atendente, somente atendimento eletrônico me informando que o meu problema já está nas mãos dos responsáveis, detalhe, não recebi nenhum tipo de retorno.",1,3,3.81.0,2022-12-15 20:44:50,"Oi, Karla. Sentimos muito por isso! Peço para que entre em contato com nosso time através deste link 👉(https://maga.lu/atendimento), é só copiar o mesmo e colar em seu navegador. Que lá eles vão te ajudar, ok?!",2022-12-18 11:03:19,most_relevant,com.luizalabs.mlapp
258b9f4f-267e-4aa0-98f0-42af0c42602e,Pat Ferreira,https://play-lh.googleusercontent.com/a-/AD5-WCl935suxOBgmc_1ym8-vgG6CC8YyGHsMgAiO-G-4Q,"Já foi um bom app. Hoje, a usabilidade é péssima! Dificuldade de logar com mensagem ""Ocorreu um erro inesperado"" o tempo todo, solicitação de troca de senha tem um péssimo timing. Sem contar que, se você fica um tempo sem entrar, ele dá erro de acesso também. Por isso não usava há meses, e ao tentar entrar pra consultar algumas informações passadas, não consegui.",1,76,3.81.0,2022-12-06 16:15:14,"Oi, Pat. Sentimos muito por isso! Peço para que entre em contato com nosso time através deste link 👉(https://maga.lu/atendimento), é só copiar o mesmo e colar em seu navegador. Que lá eles vão te ajudar, ok?!",2022-12-06 20:31:34,most_relevant,com.luizalabs.mlapp
380f1578-0791-427f-b697-eb4bed674697,Luiz Carlos Soares,https://play-lh.googleusercontent.com/a/AEdFTp4w057PTxAs8t0n0fBzXOWXIOue74mSPf7vK9NM=mo,"O processo de pagamento no cartão de crédito é decepcionante, demora muito, foi debitado no meu limite no momento da compra, no aplicativo fica no ""aguardando pagamento"". Diferente de outros que ultilizo quê o processo é instantâneo. Infelizmente minha primeira e última compra. Só dei uma estrela porque essa é avaliação mínima.",1,14,3.81.0,2022-11-26 23:36:08,"Oi, Luiz. Sentimos muito por isso! Peço para que entre em contato com nosso time através deste link 👉(https://maga.lu/atendimento), é só copiar o mesmo e colar em seu navegador. Que lá eles vão te ajudar, ok?!",2022-11-29 12:03:38,most_relevant,com.luizalabs.mlapp
